YES ARE POWER TOOLS  2026-2027 BCODE(est),,,
Stock Report,,,
Report Period : 19-Apr-2026 11:59:59 PM,,,
No,Item Code,Item Name,Quantity
4101,C4,KARANDI,-2.000
4102,C5,KARANDI,-4.000
4103,C5025,ALF CORDLESS CHAINSAW 21VC5025,3
4104,C6,KARANDI,-1.000
4105,C7SS,SPINDLE &GEAR -C7SS ,1
4106,CA400V,MMA CAPACITOR 470UF400V 105 DEGREE,3
4107,CABLI2001,INGCO CORDLESS ASPIRATOR BLOWER ,3
4108,CABLI20028,INGCO CORDLESS BLOWER ,3
4109,CAGLI201008BG,BEVEL GEAR FOR CAGLI201008-SP-2,2
4110,CAGLI2210032,INGCO CORDLESS ANGLE GRINDER ,3.36
4111,CAGLI261021,INGCO CORDLESS ANGLE GRINDER ,-2.000
4112,CAGLI261021,INGCO CORDLESS ANGLE GRINDER ,6
4113,CAGLI261021-SP-10,INGCO SPARE CAGLI261021-SP-10,2
4114,CAGLI261021-SP-15/29,INGCO SPARE  CAGLI261021-SP-15/29,2
4115,CAGLI261021-SP-3,INGCO SPARE CAGLI261021-SP-3/4/7/9,2
4116,CAGLI261021-SP-5,INGCO SPARE CAGLI261021-SP-5,2
4117,CAGLI261021-SP-6,INDCO SPARE CAGLI261021-SP-6,2
4118,CAGLI261021-SP-8,INGCO  SPARE CAGLI261021-SP-8,2
4119,CAH,ALUMINIUM HANDLE ,1
4120,CAL1908,CALTEX COLD CHISEL 19MM*8 INCH  1908,3
4121,CAL1910,CALTEX COLD CHISEL PVC POINT 19*250,5
4122,CAL1910,CALTEX COLD CHISEL PVC POINT 19*250,6
4123,CAL1910F,CALTEX COLD CHISEL PVC GRIP FLAT 19*250,-2.000
4124,CAL1910F,CALTEX COLD CHISEL PVC GRIP FLAT 19*250,1
4125,CAL1910F,CALTEX COLD CHISEL PVC GRIP FLAT 19*250,-1.000
4126,CAL1910P,CALTEX COLD CHISEL PVC GRIT POINT 19*250,2
4127,CALI2610,INGCO CORDLESS ANGLE GRINDER CAGLI261021,2
4128,CALT055,TELESCOPIC ALUMINIUM LADDER CALT055 14 STEP,1
4129,CALT062,TELESCOPIC ALUMINIUM LADDER CALT062 16 STEP,2
4130,CALT065,TELESCOPIC ALUMINIUM LADDER CALT065 16 STEP,2
4131,CALTD44,TELESCOPIC LADDER ALUMINIUM CALT-D44,2
4132,CALTD56,TELESCOPIC ALUMINIUM LADDER CALT-D56,1
4133,CALTFP44,TELESCOPIC ALUMINIUM LADDER CALT FP44 11 STEP,1
4134,CALTFP50,TELESCOPIC ALUMINIUM LADDER CALT FP50 13 STEP,1
4135,CAN10,CALTEX AVIATION SNIP 10 INCH ,10
4136,CAP,CAP (250/120 ,2
4137,CAP1.5/440,CAPACITOR RW 1.50/440,3
4138,CAP1.85/440,CAPACITOR 1.85/440,3
4139,CAP10,KELTRON 15MFD CAPACTOR,14
4140,CAP100/120,KELTRON CAPASITOR100/120,5
4141,CAP12.5UF,CAPASITER,10
4142,CAP120/150,CAPASITER,2
4143,CAP15,CAPASITERCAP1,-2.000
4144,CAP2.25/440,CAPACITOR 2.25/440,2
4145,CAP2.5,KELTRON 2.5 MFD CAPACTOR,49
4146,CAP2.5,KELTRON 2.5 MFD CAPACTOR,226
4147,CAP2.5/440,CAPACITOR 2.50/440,3
4148,CAP2/440,CAPACITOR 2.00/440,4
4149,CAP200UF,CAPACITOR FOR 200UF,-2.000
4150,CAP20UF,CAPASITER 20UF,-3.000
4151,CAP20UF,CAPASITER 20UF,44
4152,CAP25UF,CAPASITER,7
4153,CAP25UF,CAPASITER,12
4154,CAP3,CAPASITOR PPW 3.,29
4155,CAP3.5UF,CAPASITOR,1
4156,CAP30UF,CAPASITER  30UF ,24
4157,CAP30UF,CAPASITER  30UF ,8
4158,CAP30UF,CAPASITER  30UF ,12
4159,CAP30UF,CAPASITER  30UF ,12
4160,CAP36UF,CAPASITER,12
4161,CAP4,KELTRON 4MFD CAPACTOR,-12.000
4162,CAP40,CAPASITER,22
4163,CAP40UF,CAPASITER,29
4164,CAP40UF,CAPASITER,-20.000
4165,CAP45UF,CAPASITER,12
4166,CAP470UF,CAPASITOR  450V X470UF SLIM TYPE ,3
4167,CAP5,CAPACITOR PPW 5,3
4168,CAP50UF,CAPASITER,22
4169,CAP6,CAPACITOR 6,10
4170,CAP60MF,CAPASITER ,19
4171,CAP72,KELTRON 72MFD CAPACTOR,-1.000
4172,CAP8,KELTRON 8MFD CAPACTOR,5
4173,CAR1R,RENTAL CAR WASH  VOYLET ,-1.000
4174,CAR1R,RENTAL CAR WASH  VOYLET ,28
4175,CARBON S/S,CARBON S/S,1
4176,CARBURATER,CARBURATER ASSY HUSQ.,1
4177,CARTOOLS,MAISON TOOLS KIT,150
4178,CASH COVER ,CASH COVER ,1
4179,CATCHER ,CHAIN CATCHER ,9
4180,CB0810,K DAMIER CARBON BRUSH 0810T,2272
4181,CB0810,K DAMIER CARBON BRUSH 0810T,-19.000
4182,CB0810,K DAMIER CARBON BRUSH 0810T,102
4183,CB1/4,CORE BIT 1/4 INCH  SUN EVEREST,13
4184,CB1/4,CORE BIT 1/4 INCH  SUN EVEREST,-6.000
4185,CB102*450,CORE BIT 102MM *450MM 4 INCH ,9
4186,CB102M,CORE BIT 102MM 111/4 PPT,1
4187,CB10MM,CALTEX GLASS CORE BIT 10MM,2
4188,CB12,CB 12,9
4189,CB12MM,CALTEX GLASS CORE BIT 12MM,4
4190,CB16,MARBLE CUTTING BLADE 16 INCH AVATAR ,15
4191,CB18,CHAIN SAW 18 BAR BULLET ,-1.000
4192,CB19,CORE BIT 3/4INCH,4
4193,CB20M,CHAIR BUSH 3/4 INCH ,56
4194,CB20MM,CALTEX GLASS CORE BIT 20MM,2
4195,CB22E,CROW BAR 22 ELAPANK,3
4196,CB22E,CROW BAR 22 ELAPANK,1
4197,CB25,CORE BIT 1 INCH,2
4198,CB25E,CROW BAR  (ELAVANK ),3
4199,CB25E,CROW BAR  (ELAVANK ),1
4200,CB25M,CHAIR BUSH 25 MM 1 INCH ,31
4201,CB25MM,CALTEX GLASS CORE BIT 25MM,4
4202,CB30M,CHAIR BUSH 30 MM 11/4 INCH ,88
4203,CB32E,CROW BAR 32MM (ELAVANK ),2
4204,CB32MM,CALTEX GLASS CORE BIT 32MM,3
4205,CB38M,CHAIR BUSH 11/2 INCH 38MM ,96
4206,CB38MM,CALTEX GLASS CORE BIT 38MM,1
4207,CB3T,CUP BRUSH CRIMPED,99
4208,CB3T,CUP BRUSH CRIMPED,-3.000
4209,CB3TON ,CHAIN BLOCK 3 TON ,2
4210,CB419,ED60 CARBON BRUSH CB-419,7
4211,CB5.5*25M,CROW BAR HEX 5.5*25MM PYTHON ,-2.000
4212,CB50MM,CHAIR BUSH 50 MM 2 INCH ,76
4213,CB5TX3M,CHAIN BLOCK 5TON 3 MTR KING ,1
4214,CB5TX3Y,CHAIN BLOCK 5 TON 3M YELLOW ,1
4215,CB78G,CB78 GUARD ,1
4216,CB78GR,CB78 GRASS ROPE ,1
4217,CB78S,CB78 SPRING ,1
4218,CB78SBW,CB78 STOP BLOCK OF WHEEL ,1
4219,CB78WB,CB78 WIND BLADERS,1
4220,CB78WBB,CB78 WIND BLADE BLOCK ,1
4221,CB78WW,CB78 WIRE WHEEL ,1
4222,CBAM7236,AM7236-38 CARBON BRUSH ,5
4223,CBBGAG100,BULL GOLD AG-100 CARBON BRUSH ,96
4224,CBBGAG100,BULL GOLD AG-100 CARBON BRUSH ,8
4225,CBBGAG2100,BULL GOLD AG2-100 CARBON BRUSH,104
4226,CBC,CLUTCH BRUSH CUTTER S/S,2
4227,CBC12,WALL CUTTING CAIN  12 INCH ,4
4228,CBC12B,WALL CUTTING CHAINSAW BAR ,4
4229,CBCC14STD,CARBON BRUSH  CC14STD ,1
4230,CBCLIP,CROCODLE CLIP,4
4231,CBD6,COTBOLT GOLD 6 INCH ,15
4232,CBD7,COTBOLT DAMODAR 7 INCH ,-3.250
4233,CBD7,COTBOLT DAMODAR 7 INCH ,-3.000
4234,CBD8,COTBOLT DAMODAR 8 INCH ,26.75
4235,CBDH20,DH20 CARBON BRUSH ,14
4236,CBDH20,DH20 CARBON BRUSH ,16
4237,CBDH20,DH20 CARBON BRUSH ,1
4238,CBDH4566,11E CARBON BRUSH ,5
4239,CBH500,CALTEX CLAW HAMMER FIBER HANDLE 500G,-6.000
4240,CBH500,CALTEX CLAW HAMMER FIBER HANDLE 500G,-2.000
4241,CBH500,CALTEX CLAW HAMMER FIBER HANDLE 500G,6
4242,CBJCB12,CORDLESS BATTERY JCB 12V ,1
4243,CBMARK180,DRY WALL SANDER CARBON BRUSH ,5
4244,CBP200,STAR GOLD COMBINATION PLIER 200M,-13.000
4245,CBP200,STAR GOLD COMBINATION PLIER 200M,68
4246,CBPSCAG125,LASERTECH CARBON  BRUSH ,1
4247,CBSET,CLEANING BRUSH SET ,20
4248,CBSTG850,CARBON BRUSH STG850W,1
4249,CBSTGT,STGT8100 BRUSH PAIR 4141406601,14
4250,CBSTGT,STGT8100 BRUSH PAIR 4141406601,14
4251,CBTM6,CARBON  TRIMMER ,1
4252,CC1025F,CONNECTER FEMALE ,55
4253,CC1025F,CONNECTER FEMALE ,140
4254,CC1025F,CONNECTER FEMALE ,76
4255,CC1025F,CONNECTER FEMALE ,-1.000
4256,CC1025M,CABLE CONNECTOR  CC1025M,-3.000
4257,CC1025M,CABLE CONNECTOR  CC1025M,-1.000
4258,CC14STD,HIKOKI CUT OFF MACHINE  CC14STDS9Z,1
4259,CC14STDDR,DISTANCE RING CUTT OFF SAW CC14STD,50
4260,CC15*50M,CORE CUTTER TCT BROACH CUTTER 15*50MM,1
4261,CC17*50M,CORE CUTTING TCT BROACH CUTTER17*50MM,1
4262,CC18,UNIVERSAL TAP ADAPTER CC18  ACE ,40
4263,CC19*50M,CORE CUTTER TCT BROACH CUTTER 19*50MM,1
4264,CC20*50M,CORE CUTTER TCT BROACH CUTTER 20*50MM,1
4265,CC22*50M,CORE CUTTER TCT BROACH CUTTER 22*50 MM,1
4266,CC25*50M,CORE CUTTER TCT BROACH CUTTER  25*50MM,1
4267,CC28*50M,CORE CUTTER TCT BROACH CUTTER 28*50MM,1
4268,CC30*50M,CORE CUTTER TCT BROACH CUTTER 30*50MM,1
4269,CC35*50M,CORE CUTTER TCT BROACH CUTTER B35*50MM,1
4270,CC3550F,CABLE CONNECTOR  35-50 FEMALE ,130
4271,CC3550F,CABLE CONNECTOR  35-50 FEMALE ,212
4272,CC3550F,CABLE CONNECTOR  35-50 FEMALE ,-2.000
4273,CC3550F,CABLE CONNECTOR  35-50 FEMALE ,-2.000
4274,CC3550F.,CABLE CONNECTOR  35-50 FEMALE ,-6.000
4275,CC3550F.,CABLE CONNECTOR  35-50 FEMALE ,-30.000
4276,CC3550M..,CABLE CONNECTOR 35-50 MALE ,18
4277,CC38*50M,CORE CUTTER TCT BROACH CUTTER 38*50MM,1
4278,CC38C,CARBON BRUSH CC38 16 INCH CUTTER,4
4279,CC38SS,CC38 SOFT START,1
4280,CC40*50M,CORE CUTTER TCT CUTTER 40*50MM,1
4281,CC4FT,CARPENTER CLAMP 4 FT ,2
4282,CC58,CARBORATOR 58CC EMTEX HQ,1
4283,CC6FT,CARPENTER CLAMP 6FT,1
4284,CC6FT,CARPENTER CLAMP 6FT,1
4285,CC6P,CRIMPING TOOL CHAKRA 6 PRIME ,1
4286,CC8M,"CABLE CUTTER 8""",1
4287,CCAM22F*11/4,CORE CUTTER ADAPTER M22-F*11/4,6
4288,CCAM22M*11/4,CORE CUTTER ADAPTER M22-M*11/4,5
4289,CCB14,CONCRETE CUTTER BLADE 14 INCH (LASER CUT ),2
4290,CCB3,CALTEX  CUP WIRE BRUSH 3INCH TWISTED ,23
4291,CCBW55,SPARE PARTS OF CARWASHER MACHINE ,24
4292,CCGCN110,GRANITE CUTTING BLADE ,1
4293,CCHAIN ,CARLTON  CHAIN ,10
4294,CCJCB12,CORDLESS CHARGER 12V JCB ,1
4295,CCLM,COCONUT PLUCKER,2
4296,CCLM/3,COCONUT CLIMBER 3 ROD,4
4297,CCLM/3,COCONUT CLIMBER 3 ROD,-4.000
4298,CCLUCH ,COMPACT CLUCH ,1
4299,CCM1025,CABLE CONNECTER MALE 10-25,4
4300,CCM3550/1,CABLE CONNECTER MALE 35-50,5
4301,CCMS/1,CCMS FILLER ROD ,-38.210
4302,CCMS1.6,CCMS FILLER ROD 1.6MM,-59.720
4303,CCP150,CALTEX COMBINATION PLIER 150MM,-1.000
4304,CCP150,CALTEX COMBINATION PLIER 150MM,46
4305,CCP200,CALTEX COMBINATION PLIER 200MM,3
4306,CCP200,CALTEX COMBINATION PLIER 200MM,-2.000
4307,CCU440*10P,CORE CUT TILE REGULATER PLAIN ,1
4308,CCW3,CALTEX CUP WIRE BRUSH 3 INCH TWISTED,62
4309,CCWC110*30,TCT WOOD CUTTING BLADE 110*30T,4
4310,CCWC110*40T,TCT WOOD CUTTING BLADE 100*40T,4
4311,CD100,WOOD CARVING DISK CD100 4 INCH ,4
4312,CD121B,BLACK & DECKER 12V DRILL  CD121B3,1
4313,CD74B,CD74 BATTERY ,2
4314,CD74CH,AC3 CURVED HEAD ,3
4315,CD74M,CD74 MOROR ,2
4316,CD74M,CD74 MOROR ,1
4317,CD74S,CD74 SWITCH WITH PROTECT PCB,4
4318,CD74SN,CD74 SWITCH NEW ,1
4319,CD74SWT,CD74 SWITCH  WITHOUT PROJECT PCB ,2
4320,CDB102*11/4,CORE DRILL BIT 102MM  4 inch 11/4 XTRAPOWER,2
4321,CDB102*11/4,CORE DRILL BIT 102MM  4 inch 11/4 XTRAPOWER,3
4322,CDB127*11/4,CORE DRILL BIT 127*450MM 5 inch 11/4 XTRAPOWER,3
4323,CDB152*450,CORE DRILL BIT RAIN NOW 152MM*450MM,2
4324,CDB25*450,CORE DRILL BIT 25*450*11/4  1 inchEXTRAPOWER,1
4325,CDB25*450,CORE DRILL BIT 25*450*11/4  1 inchEXTRAPOWER,5
4326,CDB32*450,CORE DRILL BIT 32*450*11/4 YURI,1
4327,CDB40*11/4,CORE DRILL BIT 40MM11/4 XTRAPOWER ,1
4328,CDB51*11/4,CORE DRILL BIT 51MM11/4 XTRAPOWER,4
4329,CDBS13.,CALTEX HSS DRILL BIT SET 13PCS ,-1.000
4330,CDBS13.,CALTEX HSS DRILL BIT SET 13PCS ,-1.000
4331,CDC13M,DRILL CHUCK 13MM CALTEX 20 UNF ,4
4332,CDCARW,CORDLESS CARWASHER,2
4333,CDLI1228,INGCO CORDLESS DRILL CDLI1228 FULL SET ,1
4334,CDLI12456,INGCO DRILL 12 V CDLI12456,42
4335,CDLI205581,INGCO CORDLESS DRILL CDLI205581,2
4336,CDM1,CORDLESS DRILL,1
4337,CDM2,POWER GRIP -4.8V CORDILESS DRILL,1
4338,CDMP,COCONUT DEHUSKER MULTI PURPOSE ,1
4339,CDP,PERMENENT MARKER  CD ,14
4340,CDRP,COCONUT DEHUSKER ROUND PIPE ,7
4341,CDRP,COCONUT DEHUSKER ROUND PIPE ,12
4342,CDS1,ARMATURE 8456,2
4343,CDS110*10,K2 TILE SPECIAL SHARP CUT 110*8,7
4344,CDS125*10,K2 TILE SPECIAL SHARP CUT 125*10,10
4345,CDSI110*10,K2 TILE CUTTING SLOT REGULAR ,10
4346,CDSP,COCONUT DEHUSKER SQUARE PIPE ,4
4347,CDSP,COCONUT DEHUSKER SQUARE PIPE ,14
4348,CDSU110*8,k2 TILE  SPECIAL NARROW CUT U 110*8,8
4349,CDTT,COCONUT DEHUSKER TWO TEETH,-1.000
4350,CDW400,CORDLESS HIGH PRESSURE WASHER CDW400,1
4351,CDW400,CORDLESS HIGH PRESSURE WASHER CDW400,1
4352,CE29,COLOUR WEEDER( KAMBI CHOOL ),2
4353,CE29,COLOUR WEEDER( KAMBI CHOOL ),5
4354,CEB69,EB69 CARBON BRUSH,15
4355,CED30,ED30 CARBON BRUSH,12
4356,CED60,ED60 CARBON BRUSH CB-419,10
4357,CEG10,SAW MASTER GRINDER ARMATURE ,1
4358,CEL1/2X1/2,CONNECTOR,2
4359,CER16MM/1,1520 GREAVES ENGINE ,4
4360,CER6M,CERAMIC DRILL BIT ,1
4361,CF09,FILTER WRENCH CHAIN TYPE CF09 9INCH ,1
4362,CFB150M,CALTEX FLAT BASTED 150MM WH,11
4363,CFB200M,CALTEX FLAT BASTARD 200MM WH,5
4364,CFB200M,CALTEX FLAT BASTARD 200MM WH,-1.000
4365,CFB250M,CALTEX FLAT BASTARD 250MM WH,6
4366,CFB250M,CALTEX FLAT BASTARD 250MM WH,2
4367,CFB300M,CALTEX FLAT BASED 300MMWH ,11
4368,CG430,CLUTCH DRUM FOR BRUSHCUTTER ,44
4369,CG430/520,CARBURATOR SS BRUSH CUTTER ,170
4370,CG430/520,CARBURATOR SS BRUSH CUTTER ,-2.000
4371,CG520,WOOD CUTTER  BRUSH CUTTER 52CC ,14
4372,CGC4,C CLAMP 4 INCH  RAJ ,1
4373,CGC6,C CLAMP 6 INCH  RAJ ,2
4374,CGK,GATE VALVE,1
4375,CGS,CHAINSAW GRINDING STONE ,10
4376,CGSLI20042,INGCO CORDLESS SPRAY GUN  CGSLI20042,1
4377,CGT,COCONUT SCRAPPER FLOOR TYPE MEDIUM ,11
4378,CGT/1,COCCOUNT GREATER TABLE ,1
4379,CGT/1,COCCOUNT GREATER TABLE ,-7.000
4380,CH1/4LB,GRAND CLAW HAMMER 1/4 LB WITH HANDLE ,4
4381,CH10C,CH10 CONTROLLER ,2
4382,CH10M,MOTOR FOR CORDLESS CHAINSAW CH2010,2
4383,CH10S,CH10 SWITCH ,2
4384,CH180,STHIL CHAIN 180 36380001840,36
4385,CH2020,BULLET BATTERY 2.0AH 2020,2
4386,CH210,63  STIHL CHAIN 210 36170001640,26
4387,CH250,STHIL CHAIN 250  36360001640,8
4388,CH2M,CHAIN MBS 2MM ANKER NO14,23.21
4389,CH3,"CHAIN WRENCH 3""",1
4390,CH35MM,CONCRETE  HOLESAW 35MM,-1.000
4391,CH35MM,CONCRETE  HOLESAW 35MM,6
4392,CH40MM,CONCRETE HOLESAW 40MM,3
4393,CH50MM,CONCRETE HOLESAW 50MM,9.25
4394,CH5MM,CHAIN ML 5MM GI 3OOKG TESTED,23.3
4395,CH650P,CLAW HAMMER 650GMS,2
4396,CH65MM,CONCRETE HOLESAW 65MM ,3
4397,CH6MM,CHAIN 6MM GI 6/24,-7.830
4398,CH6MM,CHAIN 6MM GI 6/24,6.35
4399,CH75MM,CONCRETE HOLE SAW 75MM,4
4400,CHAIN,CHAIN,-2.000
4401,CHAIN 21 LPX (84679100),CHAIN 18 INCH  21 LPX (84679100),6
4402,CHAIN 4 LEG ,CHAIN 4 LEG ,3
4403,CHAIN6M,CHAIN  6MM GI TESTED 450KG ,43.15
4404,CHARGER 20V,CHARGER 20V,-1.000
4405,CHARGER12V,CHARGER12V,6
4406,CHCM4SA,CARBON HOLDER CM4,90
4407,CHCV81,CV81 BRUSH HOLDER,4
4408,CHISEL COIL  STD ,CHISEL COIL  STD ,49
4409,CHL6000,CHL BEARING 6000 2RS ,50
4410,CHL6000,CHL BEARING 6000 2RS ,14
4411,CHL6001,CHL BEARING 6001 2RS ,168
4412,CHL6001,CHL BEARING 6001 2RS ,74
4413,CHL6002 ,CHL6002 BEARING ,18
4414,CHL6003,CHL BEARING 6003 2 RS ,50
4415,CHL6004,6004 2RS  CHL BEARING ,342
4416,CHL6005,CHL BEARING 6005 2 RS ,50
4417,CHL606,606 CHL BEARING 2 RS ,104
4418,CHL607,CHL BEARING 607 2RS,-72.000
4419,CHL607,CHL BEARING 607 2RS,244
4420,CHL607,CHL BEARING 607 2RS,172
4421,CHL608,CHL BEARING 608 2RS,368
4422,CHL608,CHL BEARING 608 2RS,84
4423,CHL609,609 BEARING,-2.000
4424,CHL6200,6200 CHL BEARING ,-84.000
4425,CHL6200.,CHL BEARING 62002 2RS ,96
4426,CHL62001,62001 2RS TN CHL ,384
4427,CHL62001,62001 2RS TN CHL ,-1.000
4428,CHL62001,62001 2RS TN CHL ,46
4429,CHL6201,6201 2RS TN CHL ,592
4430,CHL6201,6201 2RS TN CHL ,-2.000
4431,CHL6201,6201 2RS TN CHL ,24
4432,CHL6202,6202 BEARING 2RS CHL,200
4433,CHL6202,6202 BEARING 2RS CHL,-88.000
4434,CHL6203,CHL6203 BEARING ,136
4435,CHL6203,CHL6203 BEARING ,-2.000
4436,CHL6204,CHL BEARING 6204 2 RS TN GREEN ,46
4437,CHL6205,6205 2RS CHL BEARING ,40
4438,CHL625,CHL BEARING 625 2RS ,100
4439,CHL626,CHL BEARING 626 2RS,-12.000
4440,CHL626,CHL BEARING 626 2RS,192
4441,CHL627,CHL BEARING 627 2RS ,186
4442,CHL628,628 2RS CHL BEARING ,94
4443,CHL629,CHL BEARING 629 2RS,396
4444,CHL629,CHL BEARING 629 2RS,-14.000
4445,CHL629,CHL BEARING 629 2RS,186
4446,CHL6301,CHL BEARING 6301 2RS ,84
4447,CHL6302,CHL BEARING 6302 2 RS ,50
4448,CHL6303,CHL 6303 BEARING,6
4449,CHL6303,CHL 6303 BEARING,-8.000
4450,CHL6304,CHL BEARING 6304 2RS,50
4451,CHL6306,CHL BEARING 6306 2 RS ,86
4452,CHL6900,6900 CHL BEARING  2RS,20
4453,CHL698,698 2RS CHL BEARING ,172
4454,CHNAIL,CHARNAIL,2275
4455,CHNAIL/,CHAIR NAIL ,5
4456,CHOOK/1,CARABINER HOOK ,-1.000
4457,CHOOK/1,CARABINER HOOK ,5
4458,CHOOK/1,CARABINER HOOK ,1
4459,CHOOL,WEEDER BROOM CHOOL ,8
4460,CHOOL P V C ,CHOOL P V C ,-5.000
4461,CHOSE,BILLION CONSTRUCTION HOSE,90
4462,CHPS,EMTEX SPARE HOSE PROTECTION  SLEEVE SMALL,100
4463,CHR2765,BULLET CORDLESS RICVERTER CHR2765,3
4464,CHR2765B,BATTERY FOR BULLET 2.AH 20V RIVERTGUN,6
4465,CHS32,CALTEX HOLE SAW BIT 32MM,3
4466,CHS38,CALTEX BIMETAL HOLE SAW BIT 38MM,3
4467,CHS50,CALTEX BIMETAL HOLE SAW BIT 50MM,2
4468,CHSL,BIG STHIL CHAIN 3621000164036RSC QUALITY,14
4469,CHSL,BIG STHIL CHAIN 3621000164036RSC QUALITY,10
4470,CHSL,BIG STHIL CHAIN 3621000164036RSC QUALITY,4
4471,CHSL,BIG STHIL CHAIN 3621000164036RSC QUALITY,5
4472,CHSL,BIG STHIL CHAIN 3621000164036RSC QUALITY,12
4473,CHSL,BIG STHIL CHAIN 3621000164036RSC QUALITY,18
4474,CHSL,BIG STHIL CHAIN 3621000164036RSC QUALITY,2
4475,CHSL,BIG STHIL CHAIN 3621000164036RSC QUALITY,-1.000
4476,CHSL/1,CHAINA CHAIN  STIHL,3
4477,CHSL/36,CHAIN STIHL,2
4478,CHSL/63,63 PS3 CHAIN REEL PCS,5
4479,CHTR125,FOLDING HAND TRUCK (PNEUMATIC WHEEL ),1
4480,CIA3,"CI ADAPTOR 3""",3
4481,CID1664S,SWITCH FOR BULLET CORDLESS DRILL CID1664,8
4482,CIDLI201668,INGCO CORDLESS IMPACT DRILL ,1
4483,CIDLI205581,INGCO COMPACT CORDLESS DRILL ,-3.000
4484,CIDLI205581GC,GEAR CASE FOR CIDLI205581-SP-4,1
4485,CIDLI20668,INGCO COMPACT BRUSHLESS CORDLESS DRILL ,4
4486,CIDLI20668DC,DRILL CHUCK FOR CIDLI20668 DRILL,2
4487,CIDLI9681F,STATOR AND ELECTRIC ASSEMBLY CIDLI209681-SP-10,2
4488,CIDLI9681R,ARMATURE FOR CIDLI209681 SP10,2
4489,CIDLI9681S,SWITCH FOR CIDLI209681 SP-10,2
4490,CIRLI12015,INGCO CORDLESS IMPACT DRIVER ,4
4491,CIW4291,BULLET CORDLESS IMPACT WRENCH CIW4291,1
4492,CIW4291S,SWITCH SET ASSY CIW4291,1
4493,CIWLI20351,INGCO CORDLESS IMPACT WRENCH ,1
4494,CIWLI20351,INGCO CORDLESS IMPACT WRENCH ,-1.000
4495,CIWLI20351GC,GEAR CASE FOR INGCO CORDLESS IMPACT WRENCH ,2
4496,CIWLI20501/1,INGCO CORDLESS IMPACT WRENCH 500NM,2
4497,CIWLI20501GB,GEAR BOX ASSY INGCO CORDLESS IMPACT WRENCH ,3
4498,CIWLI20501RA,ROTOR ASSY FOR CIWLI20501-SP-3/4,3
4499,CIWLI2085EH,ELECTRONIC HOLDER CIWLI2085,2
4500,CIWLI2085F,FIELD FOR CIWLI2085-SP-24,2
4501,CIWLI2085FCA,INGCO FIELD AND ELECTRIC CONTROL ASSY  CIWLI2085,2
4502,CIWLI2085GB,GEAR BOX CIWLI2085-SP123,2
4503,CIWLI2085GC,GEAR CASE CIWLI2085-SP21,2
4504,CIWLI2085OS,OUTPUT SHAFT ASSY CIWLI2085-SP7,2
4505,CIWLI2085PCB,PCB CIWLI2085,2
4506,CIWLI2085R,ARMATURE  FOR CIWLI2085,2
4507,CIWLI2085S,SWITCH  FOR CIWLI2085-SP-30,2
4508,CK1,CHALK 12 PCS  1 PKT ,133
4509,CK1,CHALK 12 PCS  1 PKT ,-1290.000
4510,CK1,CHALK 12 PCS  1 PKT ,-20.000
4511,ck1/1,COLOUR CHALK 12 PCS ,156
4512,ck1/1,COLOUR CHALK 12 PCS ,104
4513,ck1/1,COLOUR CHALK 12 PCS ,-22.000
4514,CK62CC,CYLINDER KIT ,1
4515,CK74CC,EMTCS74-18 CYLINDER KIT ,8
4516,CK74CC,EMTCS74-18 CYLINDER KIT ,-1.000
4517,CKLI2027,INGCO CORDLESS 2 PCS COMBO KIT CKLI2027310,-0.004
4518,CKOTTA ,CHOORAL KOTTA ,31
4519,CKTCM5,CHECKMATE MARBLE CUTTER CKTCM5,8
4520,CKTGCS84,CHECKMATE CHAINSAW 18 INCH 84 CC,1
4521,CKTGCS86,CHECKMATE CHAINSAW 18 INCH 86CC,1
4522,CL,CABLE LOCK ,1
4523,CL1.5LBH,CALTEX SLEDGE HAMMER 1.5 LB WITH HANDLE ,-1.000
4524,CL1.5LBH,CALTEX SLEDGE HAMMER 1.5 LB WITH HANDLE ,-6.000
4525,CL10MM,COPPER LUG 10MM,-48.000
4526,CL10MM,COPPER LUG 10MM,93
4527,CL2LBH,CALTEX SLEDGE HAMMER 2 LB WITH HANDLE ,2
4528,CL35MM,COPPER LUG 35MM,364
4529,CL3LBH,CALTEX SLEDGE HAMMER 3LB WITH HANDLE ,1
4530,CL40L,CALTEX PREMIUM LOCK 40MM L/S 4KEY,-3.000
4531,CL40L,CALTEX PREMIUM LOCK 40MM L/S 4KEY,39
4532,CL40MM,CALTEX PREMIUM LOCK 40MM 4KEY ,29
4533,CL40MM,CALTEX PREMIUM LOCK 40MM 4KEY ,-6.000
4534,CL40MM,CALTEX PREMIUM LOCK 40MM 4KEY ,36
4535,CL44,COOL PACK NO 44,216
4536,CL4LBH,CALTEX SLEDGE HAMMER 4LBH WITH HANDLE ,2
4537,CL4LBH,CALTEX SLEDGE HAMMER 4LBH WITH HANDLE ,-2.000
4538,CL4MM,COPPER LUG 4MM,-5.000
4539,CL4MM,COPPER LUG 4MM,196
4540,CL50 MM,COPPER LUG 50 MM,60
4541,CL50 MM,COPPER LUG 50 MM,18
4542,CL50/4KEY,CALTEX PREMIUM LOCK 50MM 4KEY ,87
4543,CL50L,CALTEX PREMIUM LOCK 50MM L/S 4KEY,41
4544,CL58CC,CLUTCH M23  CHAINSAW 58CC,154
4545,CL63,CALTEX PREMIUM 63MM 4 KEYS ,4
4546,CL63,CALTEX PREMIUM 63MM 4 KEYS ,22
